month,day,year,budget,domestic,worldwide
Jun,26,1936,1.3,2.868,5.273
Apr,27,1984,0.55,5.26999,5.26999
Apr,28,2006,9.6,2.484186,5.256839
Apr,5,2000,10,5.241315,5.241315
Mar,1,1987,0.1,5.228617,5.228617
Jul,19,2000,15,5.217498,5.217498
Oct,18,2002,27,5.204007,5.204007
May,4,2007,13,4.857374,5.175088
Dec,22,2000,10,3.041803,5.149131
Mar,9,1984,7.5,5.142858,5.142858
Sep,23,1994,1.5,5.046118,5.046118
May,6,2011,21,0.970816,5.046038
Dec,25,1998,10,0.245359,5.045359
May,10,1996,0.8,4.198137,5.034794
Aug,26,2016,20,4.712792,5.032013
May,10,1975,0.4,3.427696,5.028948
Mar,8,1991,7,5.017971,5.017971
Aug,24,2001,13,5.00231,5.00231
Jun,13,1953,0.21,5,5
Jan,1,1961,2.9,5,5
May,13,1970,3.716946,3.5,5
Jan,1,1970,22,5,5
Jun,6,1986,12,4.884663,4.984663
Sep,30,2011,4.75,1.728953,4.972016
Jan,22,1999,30,4.167493,4.967493
Sep,24,1999,15,4.956401,4.956401
Aug,17,2012,2.5,3.317468,4.934356
Aug,22,2008,9,4.886216,4.934104
Jun,20,2003,12,4.922166,4.922166
Aug,11,2006,0.7,2.697938,4.911725
Mar,22,1996,12,4.880941,4.880941
Feb,21,2008,30,0.003892,4.874498
Jun,6,1980,5.5,4.865,4.865
Jun,24,2005,0.7,3.278611,4.857731
Jan,30,2015,4,0.154356,4.854356
Sep,11,2015,5,4.816142,4.816142
Aug,6,2008,5,4.078607,4.81589
Sep,13,2002,9,4.777465,4.777465
Jan,1,1964,19,4.75,4.75
Mar,26,1999,14,4.741987,4.741987
Jun,12,2009,1,4.417674,4.731944
Feb,26,2013,5.4,0,4.728896
Jun,17,2005,1.7,1.000915,4.727375
Dec,14,2001,7,4.720371,4.720371
May,12,2000,8,4.71409,4.71409
Mar,13,2009,6,4.54332,4.713059
Mar,16,2012,10,4.269426,4.708127
Aug,31,1984,1.25,4.7,4.7
Oct,26,2001,10,4.365455,4.690802
Jul,10,1998,0.068,3.221152,4.678513
Apr,25,2008,23,0.010452,4.673377
Oct,10,2017,3,0,4.668109
Jul,27,2012,10,1.291645,4.65911
Feb,21,1992,35,4.651977,4.651977
Nov,17,2006,4,4.630045,4.630045
Jun,28,2002,0.25,4.210379,4.613482
Oct,4,2002,12,0.37865,4.606284
May,8,1987,1.9,4.6,4.6
Sep,29,2017,8,0,4.582848
Jun,3,2011,1.9,0.467602,4.581937
Apr,30,2010,3,4.033574,4.570178
Jul,7,2009,5,0,4.568257
Sep,24,1999,28.7,4.559569,4.559569
Apr,18,2003,4.5,0.181655,4.556982
Oct,3,2008,20,4.442377,4.504111
Apr,16,1993,35,4.496583,4.496583
Jul,19,2013,4.8,0.775849,4.49456
Nov,24,1999,27,4.485485,4.485485
Dec,31,2013,4,0,4.454853
Oct,24,2008,20,4.452423,4.453327
Jun,8,2012,0.75,4.010957,4.422318
Apr,7,1974,1.6,4.42,4.42
Jul,22,2016,3,4.417983,4.417983
May,12,2006,5,4.339241,4.414753
Sep,17,1982,46,4.408636,4.408636
Apr,18,1997,42,4.40842,4.40842
Feb,5,1999,6,4.398989,4.398989
Oct,24,2008,20,3.083538,4.383538
Sep,28,1990,7,4.372561,4.372561
May,21,2010,12.5,4.360548,4.360548
Feb,1,1929,0.379,2.8,4.358
Sep,6,1996,32,4.357406,4.357406
Mar,27,1998,24,4.356126,4.356126
Apr,29,1994,9,4.333569,4.333569
Apr,5,2002,6,0.054606,4.316497
Nov,6,1998,9,1.053788,4.313644
Dec,25,1995,4,4.301,4.301
May,10,1967,0.6,4.3,4.3
Oct,31,2008,2,0.007321,4.294373
Aug,6,2010,14,1.755212,4.289993
Sep,7,2001,14,3.10065,4.288246
Sep,21,2001,8.5,4.273372,4.273372
Mar,31,2006,0.45,2.075743,4.243996
Mar,8,2002,7.5,4.239767,4.239767
Sep,26,2003,11,4.068087,4.234355
Oct,17,2012,4,0.641054,4.230426
Feb,2,2001,18.5,4.221341,4.221341
Oct,9,2009,6.4,0.449865,4.199874
Dec,29,1995,9.2,2.684904,4.199334
Feb,22,2008,7.5,4.151836,4.151836
Sep,1,2000,3,4.142507,4.142507
Jul,26,2013,1.5,3.491669,4.128828
Sep,26,2008,3.4,2.926565,4.124277
Feb,28,1997,3,4.109095,4.109095
Dec,29,1995,18,4.1,4.1
Dec,31,2007,24,0,4.084232
Oct,8,2010,22,1.810078,4.06502
Mar,1,1995,25,4.064333,4.064333
Jul,28,2017,1,3.496795,4.062957
Apr,22,2005,25,4.008527,4.049527
Apr,30,1999,15,4.023741,4.023741
May,6,2011,36,1.069334,4.02099
Apr,18,1997,3,3.602884,4.002884
Jan,1,1987,0.35,4,4
Jan,1,1938,1.644,4,4
Jan,1,1938,2,4,4
Jun,30,1971,3,4,4
Apr,16,2010,12.5,1.089445,3.931367
Jun,1,2007,9,2.956339,3.922043
Sep,24,1993,3,3.902679,3.902679
Mar,21,2003,5.9,3.895664,3.895664
Oct,19,1994,0.027,3.073428,3.89424
Sep,1,2017,25,2.455635,3.882453
Nov,23,2016,26.7,3.652206,3.871448
Jun,22,2007,4,2.426851,3.858964
Jun,20,2008,2.5,1.094998,3.838486
Jan,22,2010,0.5,3.77721,3.824868
Apr,25,2003,4,3.816594,3.816594
Apr,11,2003,0.25,3.80239,3.809226
Apr,15,2016,5,3.220371,3.807503
Apr,21,2017,10,1.799322,3.793739
Aug,3,2012,0.84,3.103407,3.787689
Jan,29,2016,25,1.513793,3.771345
Jul,20,2001,6,3.067312,3.74003
Oct,28,2011,0.25,3.395391,3.731489
Nov,13,2015,20,0.53846,3.727746
Sep,23,2011,30,0.53869,3.721988
Aug,27,1982,5,3.707583,3.707583
May,24,2002,3,3.287435,3.705923
Mar,4,2003,1.2,3.7,3.7
Sep,13,1978,3,3.446749,3.66088
May,3,2013,10,1.930282,3.623609
Dec,29,2009,2,0,3.620902
Jun,18,2010,13,0.217277,3.617277
Jan,6,2006,25,2.40542,3.60542
Mar,26,1997,32,3.588602,3.588602
Oct,14,2011,8,0.036884,3.587191
Mar,5,2010,8,0.69029,3.582797
Nov,21,2001,1,2.402459,3.575308
Jun,27,1986,7,3.571624,3.571624
Oct,17,2003,0.3,2.528664,3.571253
Jun,24,2016,7.5,1.333124,3.559803
Aug,3,2005,1,2.67801,3.553253
Apr,16,2010,10,1.475746,3.541565
Oct,5,2012,12.5,0.6772,3.522153
Jan,18,1967,0.2,3.5,3.5
Jan,1,1944,2.361,3.5,3.5
Mar,9,1962,4.5,3.5,3.5
Mar,14,2014,6,3.322127,3.485383
Nov,19,1980,44,3.484331,3.484523
Jul,16,2004,4.6,3.479302,3.479302
Dec,1,1988,4,3.468572,3.468572
Aug,21,1998,1,3.395581,3.465703
Oct,31,2003,6,2.207975,3.456602
Dec,31,2015,15,0,3.454036
Jun,17,2014,9,0,3.440939
Aug,2,2002,2,2.512846,3.438804
Mar,9,2007,9,3.438735,3.438735
Dec,31,2008,15,0,3.436763
Apr,17,2015,50,1.22433,3.43433
Dec,25,2003,15,2.281585,3.396508
Oct,4,1996,10,3.357324,3.357324
Nov,3,2006,3.7,0.026403,3.355048
Nov,24,2004,7.5,3.347647,3.347647
Oct,12,2012,10,3.336053,3.336053
Jul,3,2008,6,2.077046,3.330012
Nov,13,2015,8.9,0.050136,3.324184
Jun,6,2014,1,3.122616,3.32407
Jun,29,2001,3.5,3.293258,3.293258
Jul,9,2004,2.6,2.276368,3.292333
Jun,21,2002,5.6,3.064356,3.281898
Feb,4,1994,10,3.275585,3.275585
Aug,27,1993,6,3.273588,3.273588
Apr,18,2008,8,0.109045,3.270974
Jul,19,2002,0.15,2.891288,3.270128
Aug,24,2007,13,3.172382,3.260555
Jun,2,2006,10,2.893666,3.260179
Aug,17,2005,30,3.10255,3.25255
Apr,9,2010,3,2.848587,3.237452
Sep,7,2007,11,0.551002,3.231251
Sep,6,1935,0.609,1.782,3.202
Jun,13,2014,8.5,1.109199,3.180252
Jun,16,2006,0.5,3.12127,3.177636
Nov,14,2014,10,3.128941,3.168858
Jan,1,1987,2.6,3.14795,3.14795
Sep,29,2000,9,3.134509,3.134509
Jan,27,2006,7.9,0.672243,3.129471
Mar,24,2006,2.9,3.127472,3.127472
Aug,30,1972,0.087,3.1,3.1
Mar,4,2005,4.6,1.340891,3.099369
Jun,15,2012,0.12,1.597486,3.090593
Feb,19,1999,3,3.07682,3.07682
Jan,27,2006,4.75,1.253413,3.061763
Mar,2,2001,13,3.05838,3.05838
Jun,15,2001,1.8,3.050934,3.050934
Aug,28,2015,1.2,0.376976,3.048209
May,31,2013,6.5,2.274649,3.027956
Sep,17,1920,0.1,3,3
Dec,31,2006,0.5,0,3
May,1,1987,10,3,3
Mar,7,2008,12,1.506998,2.975188
Aug,9,1996,3,2.962051,2.962051
Jan,1,1948,3.7,2.956,2.956
Jan,28,2000,36,2.954405,2.954405
Apr,19,2013,1.25,2.850357,2.940411
Aug,3,1990,0.43,2.938,2.938
Mar,21,2014,26,0.042472,2.923959
Jan,31,1997,4,2.922988,2.922988
Mar,28,2003,0.8,2.073984,2.900578
Dec,8,1999,32,2.89997,2.89997
Mar,17,2006,13,1.173673,2.898225
Oct,1,1999,1.7,2.039192,2.891228
Aug,1,1997,0.025,2.883661,2.883661
Apr,27,2007,10.8,0.399879,2.862544
Apr,19,2013,1.2,2.859955,2.859955
Dec,14,1995,11,2.844379,2.844379
Apr,23,1999,20.7,2.840417,2.840417
Jul,29,2009,3.2,2.283291,2.834485
Oct,23,1992,1.2,2.832029,2.832029
May,13,2011,5,2.712131,2.82101
Dec,21,2005,16,1.669971,2.814566
Aug,2,2006,0.4,1.692693,2.797199
May,12,1995,11,2.794056,2.794056
Sep,10,1999,4,2.793776,2.793776
Sep,18,2015,2,2.583301,2.791973
Sep,16,2011,8,0.163753,2.772511
Jan,18,1985,1.5,1.690913,2.730877
Oct,5,2012,8,0.100915,2.721534
Feb,3,2010,1,0.621859,2.721096
Dec,14,2007,30,0,2.717302
Jun,26,2009,23,2.715657,2.715657
Jan,1,1991,0.45,2.712293,2.712293
Oct,18,2002,7,2.062066,2.703821
Oct,9,2009,0.23,0.104979,2.703762
Apr,30,2004,17,2.694071,2.694071
Dec,7,2001,1,1.067481,2.684207
May,2,2008,7,2.344847,2.667084
Jun,13,2014,4,0.600896,2.665322
Mar,10,2000,0.3,2.637726,2.652515
Jan,15,1999,1.6,0.027795,2.627795
Jan,1,1968,1.455,2.62,2.62
Oct,13,2006,13,1.15133,2.613717
Jun,4,1999,8.3,2.16071,2.598224
Oct,15,2010,1.6,2.595644,2.595644
Feb,1,2013,1.5,2.408553,2.592308
Aug,18,2006,9,1.530535,2.548378
Mar,6,1998,4.03,2.542264,2.542264
Sep,9,2011,10,2.529395,2.529395
Sep,20,1996,0.3,1.652472,2.525984
Nov,16,2001,6,2.025238,2.522928
Jul,7,2000,1.2,2.205627,2.509344
Oct,4,2013,1.7,2.507159,2.507159
Jan,1,1934,0.325,2.5,2.5
Jan,21,1953,1.25,2.5,2.5
Feb,23,1996,18,2.48379,2.48379
Apr,9,2010,4.5,0.108596,2.481925
Jun,16,1995,0.25,2.210408,2.477155
Jun,6,2008,8,1.07124,2.476491
Mar,31,1995,14,2.461628,2.461628
Nov,5,2010,3.75,0.310007,2.436111
Feb,25,2011,0.2,2.430735,2.430735
May,12,2000,2,1.577287,2.419669
Oct,17,2008,27,1.090947,2.412123
Jul,29,2011,19.1,1.361512,2.406666
Aug,19,2011,4.5,0.707885,2.404639
Sep,22,2006,18,0.070644,2.401413
Jun,26,1998,1.5,2.380606,2.380606
Oct,6,2000,10,2.185266,2.373937
Oct,23,2015,5,2.18464,2.368937
Feb,5,2016,11,0,2.352511
Jan,18,2008,2,0.347578,2.350641
Mar,16,2001,0.05,2.335352,2.335352
Feb,15,2002,12,2.326407,2.326407
Apr,24,1998,1,2.057193,2.315026
Aug,29,1986,17,2.315,2.315
Jun,19,1998,0.65,2.301777,2.301777
Mar,2,1984,1.5,2.3,2.3
Oct,20,2000,20,0.88271,2.28271
Nov,10,2006,16.8,0.223202,2.281089
Mar,9,1933,0.439,1.438,2.281
Aug,7,2015,2,1.477002,2.279959
Jan,1,1991,8,2.275557,2.275557
Dec,17,2010,12.5,2.039869,2.272186
Sep,25,1998,8,1.793359,2.256606
Apr,4,2003,3,2.255,2.255
Nov,13,2015,20,2.246,2.246
Apr,15,2005,2,0.12062,2.226603
Feb,28,1997,35,2.221994,2.221994
Jan,1,1970,11,2.2,2.2
Jun,19,2009,0.8,0.046742,2.19402
Sep,7,2007,2,1.134358,2.175587
Aug,27,1999,7,2.165637,2.165637
Jan,31,1997,45,2.15454,2.15454
Sep,9,2011,2,0,2.151887
Jan,8,2013,0.5,0,2.141436
Feb,4,1983,5.952,2.120439,2.120439
Nov,24,1993,19,2.119994,2.119994
Jan,1,1981,17,2.11005,2.11005
Oct,20,1995,6.1,2.108367,2.108367
Apr,5,1996,13,2.104439,2.104439
Nov,13,1981,12,2.104164,2.104164
Jul,22,2011,0.175,1.321194,2.102779
Oct,21,2016,1.5,2.08298,2.08298
Jan,30,1998,5,2.080693,2.080693
Jun,28,2006,2,2.072645,2.077844
Jul,19,2002,0.3,0.016892,2.066892
Mar,19,1999,12,2.062406,2.062406
Aug,18,2015,7,0,2.05333
Oct,22,1999,0.5,2.04757,2.04757
Oct,24,2008,2,0.055202,2.04609
Feb,26,1993,0.007,2.04092,2.041928
Oct,21,2005,6.5,2.025032,2.025032
Sep,29,2000,1,1.744858,2.022442
Oct,3,2003,2.5,2.013052,2.013052
Aug,26,2016,9,2.000093,2.000093
Feb,9,1933,0.2,2,2
Dec,23,1956,1.2,2,2
Aug,1,1944,5.2,2,2
Jan,1,1991,11,2,2
Jun,20,1980,20,2,2
Oct,3,1986,35,2,2
Jun,17,2011,4,1.430241,1.989035
Oct,4,2006,2,1.985292,1.985292
Sep,23,2011,4,1.065429,1.983596
Jun,26,2015,17,0.195792,1.973945
Jan,30,2004,0.5,1.127331,1.971479
Nov,12,1999,15,0.824295,1.970268
Oct,11,2013,0.75,0,1.960521
Oct,22,1999,15,1.954202,1.954202
Aug,11,2000,10,1.276984,1.953882
Jan,17,1986,15,1.953732,1.953732
Oct,3,2014,1.4,0.260441,1.94542
Nov,15,2013,7,1.632,1.933829
Sep,16,2005,4,1.328679,1.919197
Jun,25,2010,14,0.403952,1.903952
Oct,21,2011,7,1.891936,1.891936
Jun,24,2011,10,1.759252,1.884251
Apr,8,2011,2,0.977772,1.869928
Sep,19,2014,3,1.821983,1.857688
Apr,2,2014,7,0.523511,1.857458
Jun,28,2006,1,1.678874,1.849392
Dec,31,2013,16,0,1.844228
Mar,8,2016,30,0,1.841369
May,17,2002,1.5,0.406035,1.840248
Dec,31,2011,12,0,1.8284
Sep,20,2002,55,0.079161,1.80799
Sep,20,2002,55,0.079161,1.80799
Aug,6,2004,7.5,0.197148,1.788324
Nov,24,1999,0.312,1.350248,1.788168
Jun,14,2002,12,1.779284,1.779284
Jul,8,2005,0.35,1.531154,1.772979
Nov,13,2009,6.5,1.10966,1.744952
Apr,7,2006,1.3,0.004055,1.738663
Jan,9,2009,29,1.733532,1.733532
Oct,2,2015,7,0.546201,1.732228
Oct,1,2014,16,0.705908,1.705908
Apr,22,1988,4.7,1.705139,1.705139
Jun,10,2005,24,0.049981,1.696765
Aug,5,2005,5.2,0.795126,1.695126
Nov,15,2002,15.5,1.693,1.693
Jun,16,2000,2.5,1.282084,1.687548
Aug,15,1997,16,1.686429,1.686429
Dec,7,2012,6,0.066351,1.673635
Nov,6,1985,2,0.390659,1.663296
Feb,2,2007,7,1.661464,1.661464
Sep,12,2003,2,1.660865,1.660865
Oct,9,1998,1.3,1.64778,1.64778
Aug,22,2003,20,1.646664,1.646664
Oct,8,2010,10,0,1.642939
Feb,28,2003,10,1.641788,1.641788
Nov,11,2016,40,0,1.641255
Feb,4,2000,10,1.638202,1.638202
Jul,31,2009,9,0.148089,1.635241
Jan,22,1999,0.18,0.933933,1.628579
Jun,5,2009,12,0,1.620056
Aug,10,2001,1.5,0.378176,1.619602
Jul,17,1996,1,1.28748,1.615787
Dec,31,1997,12.5,1.612957,1.612957
Feb,20,2004,10.4,1.610194,1.610194
Apr,26,2002,0.4,1.293295,1.600566
Aug,11,1964,0.56,1.53786,1.597233
Feb,10,2010,12,0,1.595168
Aug,1,2008,15,0.073548,1.590246
Sep,23,2011,0.19,0.484592,1.577585
Dec,27,2002,10,1.5628,1.5628
Oct,27,2009,14,0,1.553556
Sep,16,2005,1,0.049,1.549
Dec,12,2003,27,0.765637,1.545064
Apr,19,2013,1.5,1.165881,1.541131
Dec,21,2007,10,0.006422,1.537479
Apr,24,1992,5,1.526697,1.526697
Sep,28,2007,12,0.214202,1.513388
Dec,31,2008,5,0,1.50496
Oct,25,2002,0.825,1.500711,1.500711
Apr,23,1986,4.5,1.5,1.5
Jan,1,1980,35,1.5,1.5
Sep,19,2003,1,1.239183,1.492895
Apr,14,2017,36,0,1.480089
Aug,18,2017,1,0.800148,1.47109
Sep,24,2010,16,0.337997,1.467278
Jul,11,2003,1.9,1.420578,1.44514
Sep,26,1986,1.1,1.436,1.436
Jul,27,2007,2,1.433319,1.433319
Sep,25,2009,7,1.429299,1.429453
Dec,1,2000,1,0.779137,1.425707
Jan,5,2007,2.4,1.008849,1.420418
Feb,6,2009,6,1.418304,1.418304
Dec,10,2008,0.3,0.865695,1.416046
Oct,14,2005,25,0.872142,1.415656
Nov,1,1996,12.5,1.212799,1.412799
Jan,25,2002,15,0.673414,1.405032
Jun,26,2009,3.5,0.027349,1.396395
Dec,31,2015,7,0,1.39141
Aug,31,2012,0.85,1.251749,1.386088
Jul,13,2001,2.1,0.881824,1.381824
Dec,29,2000,13,0.622023,1.375635
Aug,3,2007,5,0.240425,1.375194
Jun,25,2010,0.323,0.110248,1.373407
Mar,16,2001,0.25,0.902835,1.366235
May,8,2009,6,0.065108,1.365108
Sep,4,1987,1.1,1.355728,1.355728
Sep,18,2009,1,1.355079,1.355079
Aug,16,1996,19,1.353824,1.353824
Apr,16,2010,8.3,0.493296,1.353296
Aug,20,2004,0.5,0.603951,1.34875
Dec,31,2009,2.4,0,1.333891
Apr,6,2012,3,1.007535,1.324299
Jan,7,2005,1.8,0.506793,1.322161
Apr,19,1996,35,1.320043,1.320043
Aug,6,2004,0.78,1.31047,1.31047
Apr,25,1986,18,1.305114,1.305114
May,23,2008,10,0.580862,1.299855
Aug,11,2006,0.45,0.379418,1.297745
Dec,7,2001,6,1.03092,1.29092
Oct,8,2010,1.75,0.093051,1.278471
May,27,2005,2.5,1.187266,1.269705
Jul,23,2013,7,0,1.268346
Apr,29,2005,1.4,0.304124,1.261792
Feb,1,2002,0.5,1.250798,1.250798
Jan,23,2009,50,0.166003,1.250617
Sep,26,1975,1.2,1.054845,1.24894
Apr,8,1983,7,1.246141,1.246141
Jul,29,2011,1,0.568662,1.239174
Apr,13,2007,15.5,1.237615,1.237615
Jun,21,2011,10,0,1.230542
Aug,1,1991,0.023,1.227508,1.227508
Oct,7,2011,4.5,0.200558,1.217307
Apr,20,2012,12,0.793352,1.200346
Jun,6,2014,4.357373,0,1.2
Mar,1,2013,18,1.034589,1.19951
Nov,25,2009,25,1.190003,1.190003
Mar,11,2011,12,1.188194,1.188194
Sep,8,2000,1,0.623791,1.179462
Aug,11,2006,3.75,0.539285,1.178175
Jun,9,2000,0.5,1.115313,1.167524
Sep,18,2009,20,0.20073,1.167092
Jun,19,2015,0.2,1.109808,1.165996
Sep,14,2007,10,0.268461,1.165102
Oct,6,2004,0.4,0.592014,1.162014
Feb,11,2000,0.2,1.161843,1.161843
Mar,7,2014,4,0.385069,1.158877
Jul,14,2000,0.25,1.055671,1.157672
May,9,2014,1,0.767732,1.156309
Apr,30,1999,2,1.152411,1.152411
May,14,1993,13,1.152117,1.152117
Nov,4,2011,15,0.03068,1.148578
Jul,22,1998,55,1.147784,1.147784
Jul,22,1998,55,1.147784,1.147784
Sep,7,2001,0.7,1.140965,1.140965
Jul,8,2011,0.5,1.131261,1.131261
Mar,25,2005,1.5,0.712294,1.126258
Jan,31,2003,0.5,1.111615,1.111615
Jul,20,2012,0.225,1.109276,1.109276
May,4,2012,12.5,0.010011,1.100287
Oct,9,1998,1,1.009819,1.087521
Feb,21,1997,26,1.08335,1.08335
Apr,14,2015,7.7,0.005336,1.080428
Sep,28,2001,2,0.638227,1.075504
Aug,16,2013,5,0.391611,1.075009
Mar,21,2014,10,1.069454,1.069454
Aug,26,2005,9,1.069318,1.069318
Aug,24,2007,10.1,1.066555,1.066555
Aug,29,2012,20,1.065907,1.065907
Oct,3,2003,5.5,1.060512,1.060512
Oct,19,2007,10,0.95282,1.051907
Sep,21,1992,5,1.050861,1.050861
Jan,20,2012,10,0.749641,1.049641
Jul,23,2004,6.5,1.029017,1.03381
Sep,15,2000,0.225,1.032075,1.032075
Jul,30,1999,0.5,0.985341,1.027228
Mar,14,2003,4.5,0.410241,1.022649
Oct,1,2010,3,0.205842,1.022453
Feb,3,2012,0.75,0.078396,1.011535
May,2,2003,10,1.011054,1.011054
May,22,2009,1.3,0.69584,1.00584
Oct,1,1993,0.8,1.001437,1.001437
Aug,5,1977,7,1,1
Jan,1,1978,14,1,1
Aug,21,2009,10,0,0.997921
Sep,30,2005,12,0.870067,0.99479
Jul,25,2008,5,0.942441,0.989319
Nov,18,2011,4,0.00912,0.978527
Sep,30,2005,4,0.864959,0.973613
May,5,2006,8,0.568932,0.973443
May,28,2008,4.6,0.434417,0.968805
Aug,26,2011,0.9,0.454121,0.958978
Jan,30,2015,30,0.0032,0.929157
Aug,11,2000,6.8,0.927107,0.927107
Sep,26,2014,5,0.340911,0.927074
Dec,12,2008,40,0.91584,0.91584
Dec,31,2005,15,0,0.909822
Aug,19,1983,1.305,0.909,0.909
Sep,7,2007,10,0.900926,0.900926
Dec,31,1931,0.558,0.9,0.9
Apr,15,2008,3,0,0.895932
Aug,29,2003,5,0.742898,0.89403
Mar,2,2001,13.5,0.687081,0.892506
Jan,1,1976,1.2,0.887,0.887
Apr,19,2000,3.5,0.88641,0.88641
May,14,2010,9,0.883887,0.883887
Feb,23,1990,7.7,0.88229,0.88229
Aug,9,2002,0.8,0.88195,0.88195
Sep,16,2005,25,0.881745,0.881745
Dec,3,2010,20,0.582024,0.873617
Sep,26,2014,1.6,0.0156,0.868081
Jan,30,2004,0.85,0.833118,0.865708
May,5,2015,5.5,0,0.863895
Nov,16,2007,5,0.065388,0.861325
Jul,18,2014,1,0.336472,0.852399
Apr,6,2001,1,0.852206,0.852206
Sep,12,2014,5,0.85169,0.85169
Jan,17,2007,1,0.010787,0.844377
Aug,23,2011,1.8,0.841056,0.842693
Oct,8,2004,0.007,0.42476,0.841926
Aug,22,2003,1,0.280351,0.839145
Aug,6,1999,10,0.836641,0.836641
May,6,2011,3,0.703372,0.834953
Aug,17,2012,0.27,0.319285,0.8307
Jan,23,2009,0.75,0.019367,0.814801
Sep,27,2002,0.95,0.814666,0.814666
Jun,5,2015,14.5,0,0.812783
Mar,31,1987,4,0.8,0.8
Jun,19,2015,4,0.13227,0.797439
Jul,27,2007,21.6,0.635733,0.791154
Aug,3,2007,5.25,0.769726,0.786677
Oct,14,2011,35,0.016816,0.786532
Apr,22,2011,1.8,0.638476,0.783733
Sep,11,1998,25,0.780326,0.780326
May,29,2015,20,0,0.774905
Aug,30,1991,6,0.77349,0.77349
Feb,27,2015,4,0.02062,0.760678
Sep,8,2006,2,0.199176,0.759504
Oct,11,1996,1.3,0.749741,0.749741
Mar,28,1997,0.25,0.212285,0.743216
Apr,9,2010,1.9,0.406216,0.740932
Oct,19,2007,4.6,0.000728,0.731767
Jul,16,2010,5.7,0.030638,0.731613
Oct,23,2009,10,0.093388,0.723388
Oct,9,2009,10,0.141108,0.721108
Feb,14,2003,7,0.254683,0.719699
Mar,27,1998,4.5,0.713413,0.713413
Feb,14,2003,1,0.549666,0.70302
Feb,11,2005,2,0.69188,0.69188
Sep,22,2006,3.2,0.056131,0.690872
Apr,1,2011,0.5,0.10037,0.680914
Apr,22,2011,4,0.033245,0.679482
Apr,26,2002,18,0.676698,0.676698
Mar,9,2001,0.01,0.67378,0.67378
Aug,25,1995,24,0.669276,0.669276
Jun,24,2005,1.7,0.396035,0.661221
Oct,24,2008,0.4,0.655538,0.655538
Jul,14,2006,5,0.418689,0.648183
Sep,24,2010,2,0.636706,0.636706
Feb,2,2018,30,0.490515,0.636684
Mar,23,2007,1.3,0.635305,0.635305
Feb,7,2003,1.75,0.14554,0.634803
Nov,24,1999,35,0.630779,0.630779
Aug,27,2004,10,0.366301,0.630427
Dec,31,2008,18,0,0.627422
Oct,23,1998,1,0.582024,0.627287
Nov,30,2001,38,0.623374,0.623374
Sep,30,2011,14,0.047185,0.623292
Mar,9,2001,12,0.146028,0.622273
May,21,1999,0.375,0.617172,0.617172
Aug,11,2009,0.825,0,0.610776
May,5,2000,1.3,0.609042,0.609042
Feb,24,2017,21,0.557241,0.606162
Feb,26,1999,0.066,0.541636,0.60292
Mar,24,2006,0.5,0.154187,0.602789
Oct,11,2002,10,0.598645,0.598645
May,8,2015,4.5,0.187112,0.597989
Apr,13,2012,1.2,0.595018,0.595018
Apr,1,2011,2.5,0.327716,0.593933
Jan,24,1997,8,0.590817,0.590817
Oct,28,1983,8,0.589308,0.589308
May,1,1998,2.3,0.574838,0.574838
Oct,17,2014,5,0.056001,0.567219
Dec,12,2008,2.6,0.039127,0.564474
Feb,28,2003,4,0.563711,0.563711
Jun,4,2010,12,0.550472,0.557545
Jul,24,2003,7.5,0.533344,0.555335
Sep,26,2014,10,0,0.552641
Dec,31,2013,1,0,0.552614
Mar,1,2013,2.5,0.549632,0.549632
Oct,24,2014,1,0.549185,0.549185
Jan,27,2006,14.2,0.074205,0.543306
Jun,20,1997,1,0.542909,0.542909
May,15,1998,2,0.537948,0.539961
Jul,16,2010,5.6,0.531806,0.531806
Dec,1,1995,15,0.529766,0.529766
Apr,26,2013,15,0.528731,0.528731
Oct,24,2003,8,0.336456,0.524747
Apr,22,2005,15.5,0.517262,0.517262
Apr,22,2016,1.5,0.510957,0.510957
Jun,18,1969,6,0.509424,0.509424
Dec,23,2011,13,0.303877,0.509193
Oct,31,2008,2.5,0.115504,0.507446
Jul,19,2013,1,0.486919,0.501289
Sep,1,2006,2.4,0.444093,0.500296
Mar,31,2006,2.5,0.349132,0.497195
Apr,23,2004,3.4,0.493905,0.493905
Jul,30,2010,7,0.453377,0.492108
Sep,4,2015,3,0.037151,0.483938
Oct,23,2015,2,0,0.481525
Apr,24,2015,1.9,0.478595,0.478595
May,2,2003,1,0.464126,0.475367
Sep,15,2006,2.8,0.475,0.475
Oct,19,2007,1,0.446165,0.473769
Apr,15,2005,2,0.388532,0.466106
Sep,24,2004,40,0.46373,0.46373
May,12,2006,7,0.23475,0.463039
Feb,3,2012,0.8,0.029063,0.462206
May,11,2007,8,0.458232,0.458232
Apr,30,2010,9.9,0.458054,0.458054
Jun,15,2007,8,0.29811,0.456814
Jun,20,2003,9,0.454255,0.454255
Jul,20,2001,12,0.450594,0.450594
Aug,22,1997,0.45,0.410919,0.450349
Sep,23,2005,8,0.023106,0.446438
Mar,21,2008,0.85,0.442638,0.442638
Mar,20,2012,4,0,0.44255
Jul,19,2013,5.3,0,0.440821
Oct,22,2004,0.2,0.381225,0.439651
Jan,23,2015,6,0.032251,0.437089
Apr,25,2014,0.42,0.258384,0.435168
Oct,15,2010,0.4,0.433588,0.433588
Apr,27,2012,0.135,0.408015,0.429448
Sep,1,2015,0.025,0,0.428923
May,5,2000,1,0.428535,0.428535
